LakeName,Year,ResidentialCount,AgriculturalCount,CommercialCount,IndustrialCount,PublicCount,AvgSeasonalLakeGrade,AvgSecchiDepth,AvgPhosphorus,ResidentialProportion,AgriculturalProportion,CommercialProportion,IndustrialProportion,PublicProportion,TotalCount
Rebecca Lake,2009,281,2,73,26,43,#N/A,#N/A,#N/A,0.661176471,0.004705882,0.171764706,0.061176471,0.101176471,425
Red Rock Lake,2009,3158,2,146,135,55,#N/A,#N/A,#N/A,0.903318078,0.000572082,0.041762014,0.038615561,0.015732265,3496
Regional Park Lake,2009,10592,339,8,124,478,3,2.460285714,0.052285714,0.917771424,0.029373538,0.000693181,0.010744303,0.041417555,11541
Reitz Lake,2009,687,135,0,0,51,2,1.825,0.060416667,0.786941581,0.154639175,0,0,0.058419244,873
Reshanau Lake,2009,1224,4,6,0,211,1,0.448888889,0.078111111,0.847058824,0.002768166,0.004152249,0,0.146020761,1445
Rest Area Pond,2009,223,2,4,0,66,0,0.4275,0.31825,0.755932203,0.006779661,0.013559322,0,0.223728814,295
Rice Elm Lake,2009,11953,75,817,616,202,0,1.175,0.363,0.87484447,0.005489278,0.059796531,0.045085267,0.014784454,13663
Riley Lake,2009,1124,15,30,0,54,2,1.92,0.0518,0.919051513,0.012264922,0.024529845,0,0.04415372,1223
Rogers Lake,2009,3210,0,244,58,2,3,1.381818182,0.041090909,0.913488902,0,0.06943654,0.016505407,0.000569152,3514
Rose Lake,2009,115,1,0,0,6,0,0.255714286,0.253642857,0.942622951,0.008196721,0,0,0.049180328,122
Rutz Lake,2009,367,79,0,8,21,0,1.616666667,0.179333333,0.772631579,0.166315789,0,0.016842105,0.044210526,475
Ryan Lake,2009,8226,2,678,278,36,#N/A,#N/A,#N/A,0.892190889,0.00021692,0.073535792,0.030151844,0.003904555,9220
Sand Lake,2009,267,79,0,0,58,3,3.156857143,0.035714286,0.660891089,0.195544554,0,0,0.143564356,404
Sarah Lake,2009,775,94,18,2,25,#N/A,#N/A,#N/A,0.847921225,0.102844639,0.019693654,0.002188184,0.027352298,914
Scheuble Lake,2009,762,54,0,0,19,#N/A,#N/A,#N/A,0.91257485,0.064670659,0,0,0.022754491,835
Schmidt Lake,2009,4274,0,61,10,94,#N/A,#N/A,#N/A,0.962829466,0,0.013741834,0.00225276,0.021175941,4439
School Lake,2009,155,8,0,0,6,2,1.3875,0.0475,0.917159763,0.047337278,0,0,0.035502959,169
Schroeder Pond,2009,80,48,0,0,15,#N/A,#N/A,#N/A,0.559440559,0.335664336,0,0,0.104895105,143
Schultz Lake,2009,4170,137,47,22,0,#N/A,#N/A,#N/A,0.952925046,0.03130713,0.010740402,0.005027422,0,4376
Schutz Lake,2009,178,0,0,0,16,#N/A,0,0.052,0.917525773,0,0,0,0.082474227,194
Scout Lake,2009,15163,0,418,39,3,1,0.892857143,0.111285714,0.970556231,0,0.026755425,0.00249632,0.000192025,15623
Sea Lake,2009,163,89,0,0,15,1,0.642857143,0.121857143,0.610486891,0.333333333,0,0,0.056179775,267
Sed Basin Adj to Valley Lake,2009,6312,5,369,0,0,#N/A,#N/A,#N/A,0.94406222,0.000747831,0.055189949,0,0,6686
Seidl Lake,2009,9796,30,797,222,44,#N/A,1,0.05,0.899623473,0.002755074,0.073193131,0.020387547,0.004040775,10889
Shady Oak Lake,2009,3893,0,1090,599,412,4,3.695833333,0.018,0.649482816,0,0.181848515,0.099933267,0.068735402,5994
Shavers Lake,2009,2279,0,136,0,55,#N/A,#N/A,#N/A,0.922672065,0,0.055060729,0,0.022267206,2470
Shields Lake,2009,976,118,0,0,99,#N/A,#N/A,#N/A,0.818105616,0.09891031,0,0,0.082984074,1193
Silver Lake,2009,5081,0,2,45,342,3,1.785285714,0.034428571,0.928884826,0,0.000365631,0.008226691,0.062522852,5470
Simley Lake,2009,17332,194,306,282,224,#N/A,#N/A,#N/A,0.945141237,0.010579125,0.016686662,0.015377904,0.012215073,18338
Smetana Lake,2009,1971,0,4348,3829,3814,#N/A,#N/A,#N/A,0.141168887,0,0.311416702,0.274244378,0.273170033,13962
Snail Lake,2009,2667,2,0,0,150,#N/A,#N/A,#N/A,0.94608017,0.000709471,0,0,0.053210358,2819
South Oak Lake,2009,5840,0,542,496,148,2,0,0.034,0.831198406,0,0.077142044,0.070594933,0.021064617,7026
South Rice Lake,2009,9924,0,1250,296,26,#N/A,#N/A,#N/A,0.863256785,0,0.108733473,0.025748086,0.002261656,11496
South Twin Lake,2009,1074,16,11,0,106,2,1.776428571,0.061571429,0.889809445,0.013256007,0.009113505,0,0.087821044,1207
St. Joe Lake,2009,574,0,0,0,25,3,3.3,0.038,0.958263773,0,0,0,0.041736227,599
Staples Lake,2009,66,16,0,0,44,#N/A,2.590714286,0,0.523809524,0.126984127,0,0,0.349206349,126
Staring Lake,2009,6119,31,184,44,282,#N/A,#N/A,#N/A,0.918768769,0.004654655,0.027627628,0.006606607,0.042342342,6660
Stieger Lake,2009,1007,9,0,6,105,#N/A,#N/A,#N/A,0.893522626,0.007985803,0,0.005323869,0.093167702,1127
Success Lake,2009,22267,64,765,424,323,#N/A,#N/A,#N/A,0.933900935,0.002684226,0.032084889,0.017782997,0.013546953,23843
Sucker Lake,2009,3172,0,0,10,106,#N/A,#N/A,#N/A,0.964720195,0,0,0.003041363,0.032238443,3288
Sullivan Lake,2009,5044,0,344,134,319,#N/A,#N/A,#N/A,0.863550762,0,0.058894025,0.022941277,0.054613936,5841
Sunfish Lake,2009,2768,36,63,2,74,3,2.55,0.027285714,0.940536867,0.012232416,0.021406728,0.000679579,0.02514441,2943
Sunnybrook Lake,2009,480,33,0,0,72,4,2.478571429,0.021571429,0.820512821,0.056410256,0,0,0.123076923,585
Sunset Lake,2009,644,68,0,0,8,4,2.985714286,0.016142857,0.894444444,0.094444444,0,0,0.011111111,720
Sunset Pond,2009,6885,0,385,205,6,3,1.885714286,0.061285714,0.920331506,0,0.051463708,0.027402754,0.000802032,7481
Susan Lake,2009,2359,7,0,66,93,2,1.432142857,0.089142857,0.934257426,0.002772277,0,0.026138614,0.036831683,2525
Swede Lake,2009,323,138,0,2,11,0,0.410714286,0.387928571,0.681434599,0.291139241,0,0.004219409,0.023206751,474
Sweeney Lake,2009,2807,0,5074,4959,4936,2,1.3,0.057,0.157909541,0,0.285441044,0.278971647,0.277677768,17776
Sylvan Lake,2009,110,13,5,0,0,#N/A,#N/A,#N/A,0.859375,0.1015625,0.0390625,0,0,128
Tamarack Lake,2009,472,10,0,0,28,3,2.708333333,0.029076923,0.925490196,0.019607843,0,0,0.054901961,510
Tanners Lake,2009,14440,0,0,2,758,#N/A,#N/A,#N/A,0.95,0,0,0.000131579,0.049868421,15200
Terrapin Lake,2009,329,107,0,0,53,#N/A,3.113285714,0,0.672801636,0.218813906,0,0,0.108384458,489
Thomas Lake,2009,11322,0,85,0,2,#N/A,#N/A,#N/A,0.992374441,0,0.007450259,0,0.0001753,11409
Tiger Lake,2009,45,165,0,0,9,#N/A,#N/A,#N/A,0.205479452,0.753424658,0,0,0.04109589,219
Twin Lake,2009,5492,0,427,65,28,2,2.12759375,0.07425,0.913506321,0,0.071024617,0.01081171,0.004657352,6012
Vadnais Lake,2009,2898,4,0,6,141,#N/A,#N/A,#N/A,0.950475566,0.001311906,0,0.001967858,0.04624467,3049
Valentine Lake,2009,1150,0,0,34,96,#N/A,#N/A,#N/A,0.8984375,0,0,0.0265625,0.075,1280
Valley Lake,2009,7182,27,82,6,4,3,2.285714286,0.054142857,0.983700863,0.003698124,0.011231338,0.000821805,0.00054787,7301
Virginia Lake,2009,1337,4,5,0,47,#N/A,#N/A,#N/A,0.959798995,0.0028715,0.003589375,0,0.033740129,1393
Wabasso Lake,2009,1203,0,0,70,111,#N/A,#N/A,#N/A,0.869219653,0,0,0.050578035,0.080202312,1384
Waconia Lake,2009,791,45,4,0,11,3,3.526666667,0.042,0.929494712,0.052878966,0.004700353,0,0.012925969,851
Wasserman Lake,2009,1143,11,13,0,71,#N/A,#N/A,#N/A,0.923263328,0.008885299,0.010500808,0,0.057350565,1238
Weaver Lake,2009,8181,99,111,6,240,#N/A,#N/A,#N/A,0.94720389,0.011462313,0.012851685,0.000694686,0.027787426,8637
Weber Pond,2009,205,0,0,0,29,3,1.175714286,0.030857143,0.876068376,0,0,0,0.123931624,234
West Lakeland Storage Site,2009,288,4,0,0,8,2,1.393285714,0.065571429,0.96,0.013333333,0,0,0.026666667,300
Westwood Lake,2009,3837,0,1243,1036,30,2,1.033333333,0.04,0.624308493,0,0.202245363,0.16856492,0.004881224,6146
Whaletail Lake,2009,644,41,12,2,8,#N/A,0.608333333,0.146166667,0.910891089,0.057991513,0.016973126,0.002828854,0.011315417,707
White Bear Lake,2009,326,0,0,0,10,#N/A,#N/A,#N/A,0.970238095,0,0,0,0.029761905,336
White Rock Lake,2009,863,121,0,0,69,1,0.913333333,0.092,0.819563153,0.114909782,0,0,0.065527066,1053
Wilmes Lake,2009,6459,0,0,0,285,2,1.427272727,0.072090909,0.957740214,0,0,0,0.042259786,6744
Windsor Lake,2009,2035,0,99,68,72,#N/A,#N/A,#N/A,0.894898857,0,0.04353562,0.029903254,0.031662269,2274
Wing Lake,2009,3085,0,84,0,6,1,0.733333333,0.119888889,0.971653543,0,0.026456693,0,0.001889764,3175
Winkler Lake,2009,64,114,0,0,0,#N/A,#N/A,#N/A,0.359550562,0.640449438,0,0,0,178
Wolsfeld Lake,2009,1229,48,44,0,87,#N/A,#N/A,#N/A,0.872869318,0.034090909,0.03125,0,0.061789773,1408
Wood Lake,2009,2446,0,91,0,0,2,1.864444444,0.037555556,0.964130863,0,0.035869137,0,0,2537
Woodpile Lake,2009,376,33,2,0,69,3,2.6235,0.039714286,0.783333333,0.06875,0.004166667,0,0.14375,480
Young America Lake,2009,656,20,0,19,39,#N/A,#N/A,#N/A,0.89373297,0.027247956,0,0.025885559,0.053133515,734
Zumbra Lake,2009,273,4,4,0,25,#N/A,#N/A,#N/A,0.892156863,0.013071895,0.013071895,0,0.081699346,306
Acorn Lake,2010,6149,26,145,13,534,2,0.871428571,0.038857143,0.895441969,0.003786224,0.02111548,0.001893112,0.077763215,6867
Alice Lake,2010,579,22,26,0,204,#N/A,#N/A,#N/A,0.696750903,0.026474128,0.031287605,0,0.245487365,831
Alimagnet Lake,2010,5255,0,89,0,2,2,0.980769231,0.076461538,0.982977927,0,0.016647961,0,0.000374111,5346
Anderson Pond,2010,2446,0,113,10,4,2,0.972727273,0.062666667,0.950641275,0,0.043917606,0.003886514,0.001554606,2573
Ann Lake,2010,1056,8,104,16,64,4,#N/A,#N/A,0.846153846,0.006410256,0.083333333,0.012820513,0.051282051,1248
Ardmore Lake,2010,687,17,66,8,14,0,0.468333333,0.168166667,0.867424242,0.021464646,0.083333333,0.01010101,0.017676768,792
Armstrong Lake,2010,2330,20,390,0,572,2,0.968571429,0.058571429,0.703502415,0.006038647,0.117753623,0,0.172705314,3312
Assumption Lake,2010,494,792,2,10,153,#N/A,#N/A,#N/A,0.340454859,0.545830462,0.00137836,0.006891799,0.105444521,1451
Aue Lake,2010,67,115,8,0,6,#N/A,#N/A,#N/A,0.341836735,0.586734694,0.040816327,0,0.030612245,196
Bald Eagle Lake,2010,1483,0,0,0,14,#N/A,#N/A,#N/A,0.990647963,0,0,0,0.009352037,1497
Baldwin Lake,2010,2125,20,64,4,149,#N/A,#N/A,#N/A,0.899661304,0.008467401,0.027095682,0.00169348,0.063082134,2362
Barker Lake,2010,74,78,0,0,14,#N/A,#N/A,#N/A,0.445783133,0.469879518,0,0,0.084337349,166
Barnes Lake,2010,100,58,4,0,20,#N/A,#N/A,#N/A,0.549450549,0.318681319,0.021978022,0,0.10989011,182
Bass Lake,2010,174,58,0,0,14,2,2.209642857,0.050428571,0.707317073,0.235772358,0,0,0.056910569,246
Battle Creek Lake,2010,2031,12,370,0,398,#N/A,#N/A,#N/A,0.722518677,0.004268943,0.131625756,0,0.141586624,2811
Bavaria Lake,2010,1431,48,5,0,102,3,1.506666667,0.0359375,0.902269861,0.030264817,0.003152585,0,0.064312736,1586
Bay Pond,2010,528,80,0,0,120,0,0.477142857,0.278714286,0.725274725,0.10989011,0,0,0.164835165,728
Benton Lake,2010,498,88,65,19,50,1,0.317857143,0.139928571,0.691666667,0.122222222,0.090277778,0.026388889,0.069444444,720
Benz Lake,2010,68,24,0,0,8,1,1.044285714,0.091857143,0.68,0.24,0,0,0.08,100
Berliner Lake,2010,884,297,117,16,90,#N/A,#N/A,#N/A,0.62962963,0.211538462,0.083333333,0.011396011,0.064102564,1404
Beutel Pond,2010,1262,14,88,0,214,#N/A,0.91,0.104,0.799746515,0.00887199,0.055766793,0,0.135614702,1578
Big Carnelian Lake,2010,315,26,0,0,32,4,4.371428571,0.014285714,0.844504021,0.069705094,0,0,0.085790885,373
Big Marine Lake,2010,38,18,0,0,118,#N/A,4.468,0.026,0.218390805,0.103448276,0,0,0.67816092,174
Big Woods Lake,2010,101,15,28,108,73,#N/A,#N/A,#N/A,0.310769231,0.046153846,0.086153846,0.332307692,0.224615385,325
Birch Lake,2010,6411,22,53,61,102,#N/A,#N/A,#N/A,0.964205144,0.003308768,0.007971123,0.009174312,0.015340653,6649
Bone Lake,2010,164,54,0,0,20,2,1.633333333,0.032916667,0.68907563,0.226890756,0,0,0.084033613,238
Brand Lake,2010,827,193,175,10,195,#N/A,#N/A,#N/A,0.590714286,0.137857143,0.125,0.007142857,0.139285714,1400
Braunworth Lake,2010,281,50,24,2,30,#N/A,#N/A,#N/A,0.726098191,0.129198966,0.062015504,0.005167959,0.07751938,387
Brick Pond,2010,1466,4,382,0,362,2,0.522857143,0.061,0.662149955,0.001806685,0.172538392,0,0.163504968,2214
Brickyard Clayhole Lake,2010,1076,4,92,8,137,4,3.907142857,0.016571429,0.817008352,0.003037206,0.069855733,0.006074412,0.104024298,1317
Bryant Lake,2010,665,0,129,42,8,#N/A,#N/A,#N/A,0.787914692,0,0.152843602,0.049763033,0.009478673,844
Buck Lake,2010,287,132,0,0,6,#N/A,#N/A,#N/A,0.675294118,0.310588235,0,0,0.014117647,425
Burandt Lake,2010,3198,49,409,52,221,2,1.7,0.059533333,0.813947569,0.012471367,0.104097735,0.01323492,0.056248409,3929
Bush Lake,2010,12668,0,153,116,417,4,2.798571429,0.016,0.948629624,0,0.011457241,0.008686536,0.031226599,13354
Byllesby Lake,2010,3214,1693,154,38,8,#N/A,#N/A,#N/A,0.629332289,0.331505776,0.03015469,0.007440768,0.001566477,5107
Calhoun Lake,2010,6530,0,2587,1030,20,#N/A,#N/A,#N/A,0.642274024,0,0.254450674,0.101308154,0.001967149,10167
Campbell Lake,2010,168,342,11,0,9,#N/A,#N/A,#N/A,0.316981132,0.645283019,0.020754717,0,0.016981132,530
Capaul Pond,2010,93,26,0,0,18,0,0.381428571,0.276,0.678832117,0.189781022,0,0,0.131386861,137
Carol Lake,2010,122,38,0,0,10,#N/A,#N/A,#N/A,0.717647059,0.223529412,0,0,0.058823529,170
Carver Lake,2010,7184,8,154,6,439,#N/A,#N/A,#N/A,0.922089591,0.001026826,0.019766397,0.000770119,0.056347067,7791
Cates Lake,2010,1971,8,0,24,211,4,2.230769231,0.017,0.890243902,0.003613369,0,0.010840108,0.09530262,2214
Cedar Island Lake,2010,2354,0,357,124,27,#N/A,#N/A,#N/A,0.822501747,0,0.124737945,0.043326345,0.009433962,2862
Cedar Lake,2010,1446,538,6,20,125,1,0.784,0.1544,0.677283372,0.251990632,0.002810304,0.009367681,0.058548009,2135
Cenaiko Lake,2010,22670,6,572,316,1075,3,1.593846154,0.015692308,0.920086042,0.000243516,0.023215228,0.012825196,0.043630017,24639
Centerville Lake,2010,947,19,22,16,227,#N/A,#N/A,#N/A,0.769293258,0.015434606,0.017871649,0.012997563,0.184402924,1231
Charley Lake,2010,2448,0,6,0,8,#N/A,#N/A,#N/A,0.994313566,0,0.002437043,0,0.003249391,2462
Christmas Lake,2010,6412,0,325,23,181,#N/A,4.25,0,0.923786198,0,0.046823224,0.003313644,0.026076934,6941
Chub Lake,2010,4702,1607,148,35,124,#N/A,0.396,0.158894737,0.71070133,0.24289601,0.022370012,0.005290206,0.018742443,6616
Clear Lake,2010,3288,226,615,0,696,4,6.014285714,0.013714286,0.681450777,0.046839378,0.12746114,0,0.144248705,4825
Cleary Lake,2010,802,128,0,0,34,#N/A,#N/A,#N/A,0.831950207,0.132780083,0,0,0.03526971,964
Cloverdale Lake,2010,247,0,50,0,52,3,2.88,0.0444,0.70773639,0,0.143266476,0,0.148997135,349
Cobblecrest Lake,2010,6069,0,253,55,71,0,0.288888889,0.129111111,0.941222084,0,0.039236973,0.008529777,0.011011166,6448
Cobblestone Lake,2010,10675,135,365,51,4,2,1.115384615,0.053615385,0.950578807,0.012021371,0.032502226,0.004541407,0.000356189,11230
Colby Lake,2010,4791,30,32,0,704,1,0.99,0.084111111,0.862155839,0.005398596,0.005758503,0,0.126687061,5557
Coon Lake,2010,2426,178,385,8,630,#N/A,#N/A,#N/A,0.668872346,0.049076372,0.106148332,0.00220568,0.17369727,3627
Cornelia Lake,2010,3141,0,116,12,32,#N/A,#N/A,#N/A,0.951529839,0,0.035140866,0.003635262,0.009694032,3301
Courthouse Lake,2010,2136,73,52,129,403,4,3.228571429,0.036571429,0.764769066,0.02613677,0.018617974,0.046186896,0.144289295,2793
Cowley Lake,2010,3866,70,237,153,46,2,0.716666667,0.145333333,0.884263495,0.016010979,0.0542086,0.034995425,0.0105215,4372
Crane Lake,2010,3786,0,196,16,54,#N/A,#N/A,#N/A,0.934353406,0,0.048371175,0.003948667,0.013326752,4052
Crooked Lake,2010,33621,208,1716,458,2209,#N/A,#N/A,#N/A,0.879854496,0.005443316,0.044907359,0.011985764,0.057809065,38212
Crystal Lake,2010,1734,0,16,0,0,1,1.320833333,0.053521739,0.990857143,0,0.009142857,0,0,1750
Cynthia Lake,2010,268,254,0,0,30,#N/A,#N/A,#N/A,0.485507246,0.460144928,0,0,0.054347826,552
Dan Patch Lake,2010,4937,38,4,341,525,#N/A,#N/A,#N/A,0.84465355,0.006501283,0.000684346,0.058340462,0.089820359,5845
DeMontreville Lake,2010,119,6,0,0,30,3,2.9,0.0358,0.767741935,0.038709677,0,0,0.193548387,155
Dean Lake,2010,3495,46,0,284,354,2,0.65,0.158125,0.83632448,0.011007418,0,0.067958842,0.084709261,4179
Deeg Lake,2010,9340,0,408,56,9,#N/A,#N/A,#N/A,0.951798634,0,0.041577499,0.005706716,0.000917151,9813
Deep Lake,2010,777,57,1,0,14,#N/A,#N/A,#N/A,0.915194346,0.067137809,0.001177856,0,0.016489988,849
Diamond Lake,2010,1381,56,148,208,136,#N/A,#N/A,#N/A,0.715914982,0.029030586,0.076723691,0.10782789,0.070502851,1929
Downs Lake,2010,178,6,0,0,26,#N/A,0.3,0.259,0.847619048,0.028571429,0,0,0.123809524,210
DuBay Lake,2010,3780,118,64,39,68,#N/A,#N/A,#N/A,0.928975178,0.028999754,0.01572868,0.009584665,0.016711723,4069
Duck Lake,2010,5098,0,43,4,127,#N/A,#N/A,#N/A,0.966995448,0,0.008156297,0.000758725,0.02408953,5272
Dutch Lake,2010,1831,22,63,2,30,#N/A,#N/A,#N/A,0.939938398,0.011293634,0.032340862,0.001026694,0.015400411,1948
Eagle Lake,2010,90,232,4,2,12,1,0.607142857,0.114928571,0.264705882,0.682352941,0.011764706,0.005882353,0.035294118,340
Earley Lake,2010,4101,0,227,20,0,2,1.636363636,0.038181818,0.943192272,0,0.052207912,0.004599816,0,4348
East Lake,2010,19061,441,394,64,10,1,0.657142857,0.099428571,0.954481723,0.022083125,0.019729594,0.003204807,0.000500751,19970
East Twin Lake,2010,950,353,6,30,72,#N/A,4.125,0.09525,0.673281361,0.250177179,0.004252303,0.021261517,0.05102764,1411
Echo Lake,2010,627,0,40,0,68,1,0.718571429,0.074428571,0.853061224,0,0.054421769,0,0.092517007,735
Edina Lake,2010,3589,0,7038,6790,198,#N/A,#N/A,#N/A,0.203746807,0,0.399545842,0.385466932,0.01124042,17615
Edith Lake,2010,231,42,0,0,124,#N/A,#N/A,#N/A,0.58186398,0.105793451,0,0,0.312342569,397
Egg Lake,2010,2662,92,246,18,524,#N/A,#N/A,#N/A,0.751552795,0.025974026,0.069452287,0.005081875,0.147939018,3542
Fahlstrom Pond,2010,88,64,6,0,18,#N/A,0.607777778,0.277777778,0.5,0.363636364,0.034090909,0,0.102272727,176
Farquar Lake,2010,6472,0,4,2,0,1,0.588571429,0.1025,0.999073788,0,0.000617475,0.000308737,0,6478
Fireman's Clayhole Lake,2010,935,80,225,6,238,3,2.785714286,0.027214286,0.630053908,0.053908356,0.151617251,0.004043127,0.160377358,1484
Fish Lake,2010,14821,40,546,131,57,0,1.085,0.10859375,0.950368708,0.002564925,0.035011222,0.008400128,0.003655018,15595
Forest Lake,2010,1549,12,520,0,370,3,1.827272727,0.028071429,0.631986944,0.004895961,0.212158303,0,0.150958792,2451
French Lake,2010,773,108,81,149,16,#N/A,#N/A,#N/A,0.685891748,0.095829636,0.071872227,0.132209406,0.014196983,1127
Friedrich's Pond,2010,64,10,0,0,26,#N/A,#N/A,#N/A,0.64,0.1,0,0,0.26,100
Gables Lake,2010,3789,393,34,0,396,#N/A,#N/A,#N/A,0.821552472,0.085212489,0.007372073,0,0.085862966,4612
Gaystock Lake,2010,881,168,11,2,35,#N/A,#N/A,#N/A,0.803099362,0.153144941,0.010027347,0.001823154,0.031905196,1097
George Lake,2010,695,18,18,0,101,#N/A,#N/A,#N/A,0.835336538,0.021634615,0.021634615,0,0.121394231,832
George Watch Lake,2010,1189,109,116,20,182,1,0.493333333,0.129214286,0.735767327,0.067450495,0.071782178,0.012376238,0.112623762,1616
German Lake,2010,124,50,6,0,14,#N/A,#N/A,#N/A,0.639175258,0.257731959,0.030927835,0,0.072164948,194
Gervais Lake,2010,2619,1,32,2,42,#N/A,#N/A,#N/A,0.971439169,0.00037092,0.011869436,0.00074184,0.015578635,2696
Glen Lake,2010,792,0,54,100,18,#N/A,#N/A,#N/A,0.821576763,0,0.056016598,0.10373444,0.018672199,964
Goetschel Lake,2010,233,32,30,0,80,3,1.348571429,0.052428571,0.621333333,0.085333333,0.08,0,0.213333333,375
Goggins Lake,2010,74,30,2,0,6,1,0.805,0.128357143,0.660714286,0.267857143,0.017857143,0,0.053571429,112
Golden Lake,2010,4432,8,180,214,403,2,1.391666667,0.058333333,0.846286042,0.001527592,0.034370823,0.04086309,0.076952454,5237
Goose Lake,2010,651,188,86,0,228,0,0.593823529,0.178228571,0.56461405,0.163052905,0.074588031,0,0.197745013,1153
Grace Lake,2010,3004,17,20,0,291,1,1.246428571,0.1095,0.901560624,0.005102041,0.006002401,0,0.087334934,3332
Grass Lake,2010,14233,0,3026,2135,156,#N/A,#N/A,#N/A,0.728030691,0,0.154782609,0.109207161,0.00797954,19550
Haas Lake,2010,1388,36,0,0,123,#N/A,#N/A,#N/A,0.897220427,0.023270847,0,0,0.079508727,1547
Hafften Lake,2010,1214,135,14,4,28,2,1.430769231,0.049,0.870250896,0.096774194,0.010035842,0.002867384,0.020071685,1395
Halfbreed Lake,2010,422,18,4,0,50,4,5.133333333,0.014111111,0.854251012,0.036437247,0.008097166,0,0.101214575,494
Ham Lake,2010,9287,552,802,218,615,#N/A,#N/A,#N/A,0.809395154,0.048108768,0.069897159,0.018999477,0.053599442,11474
Harriet Lake,2010,10953,0,779,40,22,#N/A,#N/A,#N/A,0.928692556,0,0.066050534,0.003391555,0.001865355,11794
Hart Lake,2010,20323,0,3073,1026,322,#N/A,#N/A,#N/A,0.821330424,0,0.124191723,0.041464597,0.013013256,24744
Harvey Lake,2010,7845,0,232,18,108,#N/A,#N/A,#N/A,0.95635743,0,0.028282336,0.002194319,0.013165915,8203
Haughey Lake,2010,333,65,8,4,18,#N/A,#N/A,#N/A,0.778037383,0.151869159,0.018691589,0.009345794,0.042056075,428
Hay Lake,2010,145,32,0,0,70,2,1.72,0.037,0.587044534,0.129554656,0,0,0.28340081,247
Hazeltine Lake,2010,1132,32,54,81,153,0,0.378571429,0.145142857,0.779614325,0.022038567,0.037190083,0.055785124,0.105371901,1452
Heims Lake,2010,345,72,4,0,57,#N/A,#N/A,#N/A,0.721757322,0.150627615,0.008368201,0,0.119246862,478
Henry Lake,2010,1744,177,8,4,34,0,0.66,0.3808,0.886629385,0.089984748,0.004067107,0.002033554,0.017285206,1967
Hidden Lake,2010,1768,0,128,75,35,#N/A,#N/A,#N/A,0.881355932,0,0.063808574,0.037387836,0.017447657,2006
Highland Lake,2010,1713,0,10,0,73,#N/A,#N/A,#N/A,0.953786192,0,0.005567929,0,0.04064588,1796
Holland Lake,2010,545,0,20,0,0,#N/A,4.15,0,0.96460177,0,0.03539823,0,0,565
Hornbean Lake,2010,1494,9,104,41,0,#N/A,1.2,0.0545,0.906553398,0.005461165,0.063106796,0.024878641,0,1648
Horseshoe Lake,2010,1430,0,2,0,17,3,0.827142857,0.05,0.986887509,0,0.001380262,0,0.011732229,1449
Hydes Lake,2010,59,51,6,0,8,2,1.407142857,0.108857143,0.475806452,0.411290323,0.048387097,0,0.064516129,124
Independence Lake,2010,1975,62,171,97,71,#N/A,#N/A,#N/A,0.831228956,0.026094276,0.071969697,0.040824916,0.029882155,2376
Isabelle Lake,2010,8163,827,474,102,79,#N/A,#N/A,#N/A,0.846345257,0.085743909,0.049144635,0.010575428,0.008190772,9645
Island Lake,2010,374,87,50,0,128,2,1.707142857,0.033928571,0.585289515,0.136150235,0.078247261,0,0.200312989,639
Jackson WMA,2010,608,0,0,0,94,2,1.95,0.047571429,0.866096866,0,0,0,0.133903134,702
Jane Lake,2010,318,10,0,0,28,4,4.533333333,0.014888889,0.893258427,0.028089888,0,0,0.078651685,356
Johanna Lake,2010,1168,0,16,26,33,#N/A,#N/A,#N/A,0.939662108,0,0.012872084,0.020917136,0.026548673,1243
Jonathan Lake,2010,193,2,31,0,38,0,0.532142857,0.138142857,0.731060606,0.007575758,0.117424242,0,0.143939394,264
Josephine Lake,2010,4546,0,14,0,40,#N/A,#N/A,#N/A,0.98826087,0,0.003043478,0,0.008695652,4600
Jubert Lake,2010,649,155,28,0,8,#N/A,#N/A,#N/A,0.772619048,0.18452381,0.033333333,0,0.00952381,840
July Lake,2010,144,24,14,0,8,#N/A,#N/A,#N/A,0.757894737,0.126315789,0.073684211,0,0.042105263,190
Karth Lake,2010,3052,0,9,0,27,2,1.753571429,0.043714286,0.988341969,0,0.002914508,0,0.008743523,3088
Keller Lake,2010,2302,0,20,0,0,1,0.728571429,0.068928571,0.991386736,0,0.008613264,0,0,2322
Kingsley Lake,2010,326,0,34,0,0,4,0,0.014642857,0.905555556,0,0.094444444,0,0,360
Klawitter Pond,2010,225,22,76,0,16,1,0.363636364,0.154909091,0.663716814,0.064896755,0.224188791,0,0.04719764,339
